free_text,address,price,price_meter,rooms,area,more,add_link,scraping_date
Apartament Premium nad jeziorem Olsztyn Mazury,"Mieszkanie na sprzedaż: Olimpijska 21, Likusy, Olsztyn, warmińsko-mazurskie",459 000 zł,16 393 zł/m²,2 pokoje,28 m²,28 m²,/pl/oferta/apartament-premium-nad-jeziorem-olsztyn-mazury-ID4nqNc,01/16/24
Przestronne 3pokojowe mieszkanie w Centrum Jarot!,"Mieszkanie na sprzedaż: ul. Floriana Piotrowskiego, Jaroty, Olsztyn, warmińsko-mazurskie",630 000 zł,9251 zł/m²,3 pokoje,"68,1 m²",Biuro nieruchomości,/pl/oferta/przestronne-3pokojowe-mieszkanie-w-centrum-jarot-ID4of9R,01/16/24
Mieszkanie 3 pokoje Pieczewo Olsztyn,"Mieszkanie na sprzedaż: ul. Władysława Gębika 59, Pieczewo, Olsztyn, warmińsko-mazurskie",549 000 zł,8318 zł/m²,3 pokoje,66 m²,Biuro nieruchomości,/pl/oferta/mieszkanie-3-pokoje-pieczewo-olsztyn-ID4ordK,01/16/24
Mieszkanie 3 pokoje świetna lokalizacja Olsztyn,"Mieszkanie na sprzedaż: ul. Mieczysława Orłowicza 10, Nagórki, Olsztyn, warmińsko-mazurskie",429 000 zł,7103 zł/m²,3 pokoje,"60,4 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-3-pokoje-swietna-lokalizacja-olsztyn-ID4oacl,01/16/24
"OKAZJA 3 pok podleśna BOROWA, NOWE BUDOWNICTWO win","Mieszkanie na sprzedaż: ul. Borowa, Podleśna, Olsztyn, warmińsko-mazurskie",520 000 zł,10 000 zł/m²,3 pokoje,52 m²,52 m²,/pl/oferta/okazja-3-pok-podlesna-borowa-nowe-budownictwo-win-ID4omSj,01/16/24
Os. Leśna| 4- pokojowe mieszkanie A.III/48,"Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",983 326 zł,11 300 zł/m²,4 pokoje,"87,02 m²",Inwestycja deweloperska,/pl/oferta/os-lesna-4-pokojowe-mieszkanie-a-iii-48-ID4bp42,01/16/24
Apartament | A244 z bocznym widokiem na jezioro,"Mieszkanie na sprzedaż: Dajtki, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"32,76 m²",Inwestycja deweloperska,/pl/oferta/apartament-a244-z-bocznym-widokiem-na-jezioro-ID4hgAd,01/16/24
3-pokojowe mieszkanie przy ul. Jaroszyka,"Mieszkanie na sprzedaż: ul. Kazimierza Jaroszyka, Jaroty, Olsztyn, warmińsko-mazurskie",439 000 zł,9052 zł/m²,3 pokoje,"48,5 m²",Biuro nieruchomości,/pl/oferta/3-pokojowe-mieszkanie-przy-ul-jaroszyka-ID4oyVF,01/16/24
Apartament na Gutkowie - stan deweloperski !,"Mieszkanie na sprzedaż: ul. Księdza Kordeckiego, Gutkowo, Olsztyn, warmińsko-mazurskie",569 781 zł,7050 zł/m²,4 pokoje,"80,82 m²",Biuro nieruchomości,/pl/oferta/apartament-na-gutkowie-stan-deweloperski-ID4n2dV,01/16/24
"Apartament Bud."" B"" 80m2 4pok +ogródek ok 200m2","Mieszkanie na sprzedaż: ul. Księdza Kordeckiego, Gutkowo, Olsztyn, warmińsko-mazurskie",569 781 zł,7050 zł/m²,4 pokoje,"80,82 m²",Biuro nieruchomości,/pl/oferta/apartament-bud-b-80m2-4pok-ogrodek-ok-200m2-ID4mnvE,01/16/24
"Apartament na nowoczesnym osiedlu Bud."" A"" piętro","Mieszkanie na sprzedaż: ul. Księdza Kordeckiego, Gutkowo, Olsztyn, warmińsko-mazurskie",531 531 zł,6930 zł/m²,4 pokoje,"76,7 m²",Biuro nieruchomości,/pl/oferta/apartament-na-nowoczesnym-osiedlu-bud-a-pietro-ID4k5Sl,01/16/24
"Apartament Budynek ""A"" 4 pok 80m2+ogródek ok 200m2","Mieszkanie na sprzedaż: ul. Księdza Kordeckiego, Gutkowo, Olsztyn, warmińsko-mazurskie",569 781 zł,7050 zł/m²,4 pokoje,"80,82 m²",Biuro nieruchomości,/pl/oferta/apartament-budynek-a-4-pok-80m2-ogrodek-ok-200m2-ID4jZEd,01/16/24
"Apartament Bud."" B"" 76,7m2 4pok +balkon +poddasze","Mieszkanie na sprzedaż: ul. Księdza Kordeckiego, Gutkowo, Olsztyn, warmińsko-mazurskie",531 531 zł,6930 zł/m²,4 pokoje,"76,7 m²",Biuro nieruchomości,/pl/oferta/apartament-bud-b-76-7m2-4pok-balkon-poddasze-ID4morY,01/16/24
Idealne na start! Idealne pod kredyt 2% Dworcowa 9,"Mieszkanie na sprzedaż: ul. Dworcowa, Pojezierze, Olsztyn, warmińsko-mazurskie",319 000 zł,8368 zł/m²,2 pokoje,"38,12 m²",Biuro nieruchomości,/pl/oferta/idealne-na-start-idealne-pod-kredyt-2-dworcowa-9-ID4o7iV,01/16/24
"Redykajny,42m2.,po remoncie,370000zł., od zaraz","Mieszkanie na sprzedaż: Redykajny, Olsztyn, warmińsko-mazurskie",370 000 zł,8810 zł/m²,2 pokoje,42 m²,Biuro nieruchomości,/pl/oferta/redykajny-42m2-po-remoncie-370000zl-od-zaraz-ID4nYLH,01/16/24
"Bartąg,Morenowa,56m2.Miejsce Postojowe,579000zł.","Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",579 000 zł,10 339 zł/m²,2 pokoje,56 m²,Biuro nieruchomości,/pl/oferta/bartag-morenowa-56m2-miejsce-postojowe-579000zl-ID4oo1X,01/16/24
Mieszkanie Jagiełły Park w Olsztynku!,"Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",435 000 zł,8481 zł/m²,3 pokoje,"51,29 m²","51,29 m²",/pl/oferta/mieszkanie-jagielly-park-w-olsztynku-ID4oyMl,01/16/24
"Nowe Mieszkanie w Olsztynku! Bez podatku, bez PCC!","Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",425 000 zł,8558 zł/m²,3 pokoje,"49,66 m²","49,66 m²",/pl/oferta/nowe-mieszkanie-w-olsztynku-bez-podatku-bez-pcc-ID4oyLB,01/16/24
Mieszkanie 63 m2 3 pokoje Olsztyn Podgrodzie,"Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",523 000 zł,8302 zł/m²,3 pokoje,63 m²,63 m²,/pl/oferta/mieszkanie-63-m2-3-pokoje-olsztyn-podgrodzie-ID4a5pX,01/16/24
!!! Dąbroszczaków 19 !!!,"Mieszkanie na sprzedaż: ul. Dąbrowszczaków, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",639 000 zł,7528 zł/m²,2 pokoje,"84,88 m²",Biuro nieruchomości,/pl/oferta/dabroszczakow-19-ID4olun,01/16/24
"3-pok, parter, ul. Grunwaldzka","Mieszkanie na sprzedaż: ul. Grunwaldzka, Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",339 000 zł,8167 zł/m²,2 pokoje,"41,51 m²",Biuro nieruchomości,/pl/oferta/3-pok-parter-ul-grunwaldzka-ID4oyA5,01/16/24
"Wachowskiego Pieczewo 3 pokoje 4 piętro 59,50 m²","Mieszkanie na sprzedaż: ul. Ryszarda Wachowskiego, Pieczewo, Olsztyn, warmińsko-mazurskie",389 000 zł,6538 zł/m²,3 pokoje,"59,5 m²",Biuro nieruchomości,/pl/oferta/wachowskiego-pieczewo-3-pokoje-4-pietro-59-50-m-ID4oytI,01/16/24
Przestronne mieszkanie / obok Starego Miasta /,"Mieszkanie na sprzedaż: ul. Marii Curie-Skłodowskiej, Śródmieście, Olsztyn, warmińsko-mazurskie",639 000 zł,8464 zł/m²,3 pokoje,"75,5 m²",Biuro nieruchomości,/pl/oferta/przestronne-mieszkanie-obok-starego-miasta-ID4oyqI,01/16/24
"Atrakcyjne mieszkanie 62,65m2ul. Leśna w Olsztynie","Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",719 000 zł,11 476 zł/m²,3 pokoje,"62,65 m²",Biuro nieruchomości,/pl/oferta/atrakcyjne-mieszkanie-62-65m2ul-lesna-w-olsztynie-ID4lXD9,01/16/24
"MIESZKANIE 35,9m2 2 piętro, Boeningka Olsztyn","Mieszkanie na sprzedaż: Jaroty, Olsztyn, warmińsko-mazurskie",349 000 zł,9721 zł/m²,2 pokoje,"35,9 m²","35,9 m²",/pl/oferta/mieszkanie-35-9m2-2-pietro-boeningka-olsztyn-ID4oeIG,01/16/24
Dwa pokoje w Centrum Miasta!,"Mieszkanie na sprzedaż: al. Tadeusza Kościuszki, Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",365 000 zł,7816 zł/m²,2 pokoje,"46,7 m²",Biuro nieruchomości,/pl/oferta/dwa-pokoje-w-centrum-miasta-ID4onWs,01/16/24
"Mieszkanie 72,2 m2, 3 pokoje","Mieszkanie na sprzedaż: ul. Rumiankowa, Redykajny, Olsztyn, warmińsko-mazurskie",599 000 zł,8296 zł/m²,4 pokoje,"72,2 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-72-2-m2-3-pokoje-ID4oyaV,01/16/24
"Idealny na inwestycje, 5 niezależnych pomieszczeń!","Mieszkanie na sprzedaż: pl. Plac gen. Józefa Bema, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",749 000 zł,5884 zł/m²,5 pokoi,"127,3 m²",Biuro nieruchomości,/pl/oferta/idealny-na-inwestycje-5-niezaleznych-pomieszczen-ID4o7fU,01/16/24
"Wysoki standard! Pod klucz, na zlecenie klienta!","Mieszkanie na sprzedaż: ul. 15 Dywizji, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",449 900 zł,12 286 zł/m²,2 pokoje,"36,62 m²",Biuro nieruchomości,/pl/oferta/wysoki-standard-pod-klucz-na-zlecenie-klienta-ID4otfX,01/16/24
Mieszkanie w centrum z widokiem na Starówkę,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",399 000 zł,6976 zł/m²,2 pokoje,"57,2 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-w-centrum-z-widokiem-na-starowke-ID4ojW9,01/16/24
"Olsztyn, ul. Kopernika 35 z miejscem postojowym","Mieszkanie na sprzedaż: ul. Mikołaja Kopernika, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",400 000 zł,8602 zł/m²,2 pokoje,"46,5 m²","46,5 m²",/pl/oferta/olsztyn-ul-kopernika-35-z-miejscem-postojowym-ID4oy5t,01/16/24
Gotowe do wprowadzenia M5 w pożądanej lokalizacji,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",749 000 zł,7924 zł/m²,4 pokoje,"94,52 m²",Biuro nieruchomości,/pl/oferta/gotowe-do-wprowadzenia-m5-w-pozadanej-lokalizacji-ID4oy5h,01/16/24
"klimatyczne 2 pokojowe z garderobą,wysoki standard","Mieszkanie na sprzedaż: ul. Jacka Kuronia, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",579 000 zł,8406 zł/m²,2 pokoje,"68,88 m²",Biuro nieruchomości,/pl/oferta/klimatyczne-2-pokojowe-z-garderoba-wysoki-standard-ID4oxI8,01/16/24
Mieszkanie w centrum miasta gotowe do wprowadzenia,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",530 000 zł,12 412 zł/m²,3 pokoje,"42,7 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-w-centrum-miasta-gotowe-do-wprowadzenia-ID4osag,01/16/24
Mieszkanie w centrum miasta gotowe do wprowadzenia,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",510 000 zł,11 944 zł/m²,3 pokoje,"42,7 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-w-centrum-miasta-gotowe-do-wprowadzenia-ID4nYi6,01/16/24
3 pokoje na sprzedaż w pobliżu Dworca Pkp,"Mieszkanie na sprzedaż: ul. Kołobrzeska, Pojezierze, Olsztyn, warmińsko-mazurskie",331 000 zł,5777 zł/m²,3 pokoje,"57,3 m²",Biuro nieruchomości,/pl/oferta/3-pokoje-na-sprzedaz-w-poblizu-dworca-pkp-ID4nbia,01/16/24
Piękne mieszkanie w kamienicy nieopodal centrum,"Mieszkanie na sprzedaż: ul. Mikołaja Kopernika, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",590 000 zł,7807 zł/m²,2 pokoje,"75,57 m²",Biuro nieruchomości,/pl/oferta/piekne-mieszkanie-w-kamienicy-nieopodal-centrum-ID4nIgT,01/16/24
"KORTOWO 2 POK, po remoncie, super lokalizacja bezp","Mieszkanie na sprzedaż: ul. Jana Żiżki, Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",299 997 zł,10 345 zł/m²,2 pokoje,29 m²,29 m²,/pl/oferta/kortowo-2-pok-po-remoncie-super-lokalizacja-bezp-ID4oy4A,01/16/24
Mieszkanie 38 m2,"Mieszkanie na sprzedaż: Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",270 000 zł,7438 zł/m²,2 pokoje,"36,3 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-38-m2-ID4olxp,01/16/24
Mieszkanie 76 m2 idealne dla rodziny,"Mieszkanie na sprzedaż: ul. prof. Roberta Towarnickiego, Podleśna, Olsztyn, warmińsko-mazurskie",649 000 zł,8499 zł/m²,3 pokoje,"76,36 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-76-m2-idealne-dla-rodziny-ID4opXa,01/16/24
Mieszkanie idealne dla rodziny,"Mieszkanie na sprzedaż: ul. Dworcowa, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",490 000 zł,8463 zł/m²,2 pokoje,"57,9 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-idealne-dla-rodziny-ID4nUMf,01/16/24
M5 w centrum Olsztyna,"Mieszkanie na sprzedaż: ul. Żołnierska, Kormoran, Olsztyn, warmińsko-mazurskie",425 000 zł,5854 zł/m²,4 pokoje,"72,6 m²",Biuro nieruchomości,/pl/oferta/m5-w-centrum-olsztyna-ID4mTav,01/16/24
Gotowe do zamieszkania 72m2 na oś. Jaroty,"Mieszkanie na sprzedaż: ul. Jana Boenigka, Jaroty, Olsztyn, warmińsko-mazurskie",469 000 zł,6469 zł/m²,3 pokoje,"72,5 m²",Biuro nieruchomości,/pl/oferta/gotowe-do-zamieszkania-72m2-na-os-jaroty-ID4mOoL,01/16/24
5 Pokojowe Mieszkanie W Centrum Olsztyna,"Mieszkanie na sprzedaż: ul. Warmińska, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",549 000 zł,4924 zł/m²,5 pokoi,"111,5 m²",Biuro nieruchomości,/pl/oferta/5-pokojowe-mieszkanie-w-centrum-olsztyna-ID4nYkq,01/16/24
"Funkcjonalne, umeblowane 2 pokojowe mieszkanie","Mieszkanie na sprzedaż: ul. Fryderyka Leyka, Jaroty, Olsztyn, warmińsko-mazurskie",359 000 zł,7402 zł/m²,2 pokoje,"48,5 m²",Biuro nieruchomości,/pl/oferta/funkcjonalne-umeblowane-2-pokojowe-mieszkanie-ID4nug5,01/16/24
"Wyjątkowe Mieszkanie w Kamienicy,centrum","Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",389 000 zł,8294 zł/m²,2 pokoje,"46,9 m²",Biuro nieruchomości,/pl/oferta/wyjatkowe-mieszkanie-w-kamienicy-centrum-ID4nvTc,01/16/24
Mieszkanie 2-Pokojowe Wysoki Standard.Tęczowy Las1,"Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",459 000 zł,11 195 zł/m²,2 pokoje,41 m²,Biuro nieruchomości,/pl/oferta/mieszkanie-2-pokojowe-wysoki-standard-teczowy-las1-ID4nIl5,01/16/24
"Mieszkanie 4 pokoje ul. Piotrowskiego 10, Olsztyn","Mieszkanie na sprzedaż: ul. Floriana Piotrowskiego, Jaroty, Olsztyn, warmińsko-mazurskie",735 000 zł,8729 zł/m²,4 pokoje,"84,2 m²","84,2 m²",/pl/oferta/mieszkanie-4-pokoje-ul-piotrowskiego-10-olsztyn-ID4oy48,01/16/24
Kawalerka W Centrum Po Kapitalnym Remoncie,"Mieszkanie na sprzedaż: ul. Bartosza Głowackiego, Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",289 000 zł,11 031 zł/m²,1 pokój,"26,2 m²",Biuro nieruchomości,/pl/oferta/kawalerka-w-centrum-po-kapitalnym-remoncie-ID4o4DK,01/16/24
Piękne - Wygodne - Przestronne- Barcza 56,"Mieszkanie na sprzedaż: ul. Franciszka Barcza, Nagórki, Olsztyn, warmińsko-mazurskie",740 000 zł,10 458 zł/m²,3 pokoje,"70,76 m²",Biuro nieruchomości,/pl/oferta/piekne-wygodne-przestronne-barcza-56-ID4nxWv,01/16/24
"OKAZJA! Centrum Ratuszowa, mieszkanie w kamienicy","Mieszkanie na sprzedaż: ul. Ratuszowa, Śródmieście, Olsztyn, warmińsko-mazurskie",299 000 zł,6874 zł/m²,2 pokoje,"43,5 m²","43,5 m²",/pl/oferta/okazja-centrum-ratuszowa-mieszkanie-w-kamienicy-ID4l2c7,01/16/24
"3 pokoje / 61,60 m2 / Pstrowskiego / duży balkon","Mieszkanie na sprzedaż: ul. Wincentego Pstrowskiego, Osiedle Mazurskie, Olsztyn, warmińsko-mazurskie",399 000 zł,6477 zł/m²,3 pokoje,"61,6 m²",Biuro nieruchomości,/pl/oferta/3-pokoje-61-60-m2-pstrowskiego-duzy-balkon-ID4oy3R,01/16/24
Os. Leśna| 4 - pok. z widokiem na las A.III/42,"Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",,,4 pokoje,"89,73 m²",Inwestycja deweloperska,/pl/oferta/os-lesna-4-pok-z-widokiem-na-las-a-iii-42-ID4bpAW,01/16/24
Nowy Apartament |A342 z bocznym widokiem na jezior,"Mieszkanie na sprzedaż: Dajtki, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"32,76 m²",Inwestycja deweloperska,/pl/oferta/nowy-apartament-a342-z-bocznym-widokiem-na-jezior-ID4hgzo,01/16/24
Atrakcyjne mieszkanie 3 pokoje 50m2 balkon,"Mieszkanie na sprzedaż: ul. Jagiellońska 35, Zatorze, Olsztyn, warmińsko-mazurskie",497 000 zł,9940 zł/m²,3 pokoje,50 m²,50 m²,/pl/oferta/atrakcyjne-mieszkanie-3-pokoje-50m2-balkon-ID4orE8,01/16/24
Dwupokojowe Jaroty ul. Sucharskiego,"Mieszkanie na sprzedaż: ul. Majora Henryka Sucharskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",385 000 zł,8953 zł/m²,2 pokoje,43 m²,43 m²,/pl/oferta/dwupokojowe-jaroty-ul-sucharskiego-ID4opoD,01/16/24
"Osiedle Aurora, M57, duży taras, balkon","Mieszkanie na sprzedaż: ul. Franciszka Barcza 50, Nagórki, Olsztyn, warmińsko-mazurskie",1 087 785 zł,11 500 zł/m²,4 pokoje,"94,59 m²",Inwestycja deweloperska,/pl/oferta/osiedle-aurora-m57-duzy-taras-balkon-ID4evW8,01/16/24
Apartamenty Wyzwolenia | apartament nr 2,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",698 718 zł,10 100 zł/m²,3 pokoje,"69,18 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-2-ID4nyyc,01/16/24
"Osiedle Aurora, M115, duży taras i balkon","Mieszkanie na sprzedaż: ul. Franciszka Barcza 50, Nagórki, Olsztyn, warmińsko-mazurskie",929 040 zł,12 000 zł/m²,4 pokoje,"77,42 m²",Inwestycja deweloperska,/pl/oferta/osiedle-aurora-m115-duzy-taras-i-balkon-ID4evXY,01/16/24
Lokal mieszkalny - Olsztyn,"Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",400 000 zł,5223 zł/m²,3 pokoje,"76,58 m²",Biuro nieruchomości,/pl/oferta/lokal-mieszkalny-olsztyn-ID4oxIx,01/16/24
3-pokojowe mieszkanie przy ul. Jaroszyka,"Mieszkanie na sprzedaż: Jaroty, Olsztyn, warmińsko-mazurskie",439 000 zł,9052 zł/m²,3 pokoje,"48,5 m²",Biuro nieruchomości,/pl/oferta/3-pokojowe-mieszkanie-przy-ul-jaroszyka-ID4nL2p,01/16/24
Mieszkania z widokiem na jezioro!,"Mieszkanie na sprzedaż: ul. Bałtycka, Likusy, Olsztyn, warmińsko-mazurskie",815 000 zł,17 979 zł/m²,2 pokoje,"45,33 m²",Biuro nieruchomości,/pl/oferta/mieszkania-z-widokiem-na-jezioro-ID4ohJB,01/16/24
"luksusowy apartament w Olsztynie, okazja, OSTATNI","Mieszkanie na sprzedaż: ul. Grunwaldzka 14a, Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",1 999 000 zł,12 340 zł/m²,4 pokoje,162 m²,162 m²,/pl/oferta/luksusowy-apartament-w-olsztynie-okazja-ostatni-ID4ezbU,01/16/24
Kętrzyńskiego - mieszkanie w gustownej kamienicy,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",598 000 zł,5806 zł/m²,3 pokoje,103 m²,Biuro nieruchomości,/pl/oferta/ketrzynskiego-mieszkanie-w-gustownej-kamienicy-ID4oxv5,01/16/24
2 pokoje na parterze Olsztyn Jaroty,"Mieszkanie na sprzedaż: Herberta, Jaroty, Olsztyn, warmińsko-mazurskie",437 000 zł,9010 zł/m²,2 pokoje,"48,5 m²",Biuro nieruchomości,/pl/oferta/2-pokoje-na-parterze-olsztyn-jaroty-ID4oxv3,01/16/24
Dwupokojowe mieszkanie na Nagórkach,"Mieszkanie na sprzedaż: ul. Franciszka Barcza, Nagórki, Olsztyn, warmińsko-mazurskie",299 000 zł,8329 zł/m²,2 pokoje,"35,9 m²",Biuro nieruchomości,/pl/oferta/dwupokojowe-mieszkanie-na-nagorkach-ID4o47h,01/16/24
APARTAMENT 107m2 1 PIĘTRO CENTRUM ul. Wyzwolenia 9,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",799 000 zł,7467 zł/m²,4 pokoje,107 m²,107 m²,/pl/oferta/apartament-107m2-1-pietro-centrum-ul-wyzwolenia-9-ID4ifqY,01/16/24
"3 pokoje, Podgrodzie, miejsce parkingowe","Mieszkanie na sprzedaż: ul. ks. Wacława Osińskiego, Podgrodzie, Olsztyn, warmińsko-mazurskie",419 000 zł,6914 zł/m²,3 pokoje,"60,6 m²",Biuro nieruchomości,/pl/oferta/3-pokoje-podgrodzie-miejsce-parkingowe-ID4o73T,01/16/24
Gotowiec inwestycyjny/świeżo po remoncie,"Mieszkanie na sprzedaż: ul. Wincentego Pstrowskiego, Nagórki, Olsztyn, warmińsko-mazurskie",630 000 zł,7985 zł/m²,5 pokoi,"78,9 m²",Biuro nieruchomości,/pl/oferta/gotowiec-inwestycyjny-swiezo-po-remoncie-ID4n0k9,01/16/24
"Sprzedam mieszkanie 2 pokoje, po remoncie","Mieszkanie na sprzedaż: ul. Biskupa Tomasza Wilczyńskiego, Jaroty, Olsztyn, warmińsko-mazurskie",386 000 zł,10 000 zł/m²,2 pokoje,"38,6 m²","38,6 m²",/pl/oferta/sprzedam-mieszkanie-2-pokoje-po-remoncie-ID4ox3r,01/16/24
Inwestycja Zatoka Apartamenty | A240,"Mieszkanie na sprzedaż: Dajtki, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"40,72 m²",Inwestycja deweloperska,/pl/oferta/inwestycja-zatoka-apartamenty-a240-ID4hgXj,01/16/24
UMOWA PRZEDWSTĘPNA - 2 pokoje nad Jeziorem Długim,"Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",455 000 zł,12 405 zł/m²,2 pokoje,"36,68 m²","36,68 m²",/pl/oferta/umowa-przedwstepna-2-pokoje-nad-jeziorem-dlugim-ID4o5xT,01/16/24
Dwupoziomowe mieszkanie Jaroty Olsztyn,"Mieszkanie na sprzedaż: Pieczewo, Olsztyn, warmińsko-mazurskie",740 000 zł,5378 zł/m²,6 pokoi,"137,6 m²",Biuro nieruchomości,/pl/oferta/dwupoziomowe-mieszkanie-jaroty-olsztyn-ID4nzkS,01/16/24
Apartament przy jeziorze na sprzedaż Olsztyn,"Mieszkanie na sprzedaż: Likusy, Olsztyn, warmińsko-mazurskie",550 000 zł,19 601 zł/m²,2 pokoje,"28,06 m²",Biuro nieruchomości,/pl/oferta/apartament-przy-jeziorze-na-sprzedaz-olsztyn-ID4nBln,01/16/24
Parter! Dwa pokoje w Gutkowie do własnej aranżacji,"Mieszkanie na sprzedaż: ul. Sokola, Gutkowo, Olsztyn, warmińsko-mazurskie",340 000 zł,9521 zł/m²,2 pokoje,"35,71 m²",Biuro nieruchomości,/pl/oferta/parter-dwa-pokoje-w-gutkowie-do-wlasnej-aranzacji-ID4ovSS,01/16/24
"Redykajny,49m2.,po remoncie,435000zł.,od zaraz","Mieszkanie na sprzedaż: Redykajny, Olsztyn, warmińsko-mazurskie",435 000 zł,8878 zł/m²,2 pokoje,49 m²,Biuro nieruchomości,/pl/oferta/redykajny-49m2-po-remoncie-435000zl-od-zaraz-ID4nYnZ,01/16/24
"2-pokojowe mieszkanie z balkonem, Jaroty","Mieszkanie na sprzedaż: ul. Floriana Piotrowskiego, Jaroty, Olsztyn, warmińsko-mazurskie",375 000 zł,8937 zł/m²,2 pokoje,"41,96 m²",Biuro nieruchomości,/pl/oferta/2-pokojowe-mieszkanie-z-balkonem-jaroty-ID4okrw,01/16/24
Apartamenty Wyzwolenia | apartament nr 22,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",593 142 zł,10 450 zł/m²,3 pokoje,"56,76 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-22-ID4nyyw,01/16/24
"2 pokoje, Jaroty Boenigka, po remoncie, bezpośred.","Mieszkanie na sprzedaż: ul. Jana Boenigka 32, Jaroty, Olsztyn, warmińsko-mazurskie",365 000 zł,10 167 zł/m²,2 pokoje,"35,9 m²","35,9 m²",/pl/oferta/2-pokoje-jaroty-boenigka-po-remoncie-bezposred-ID4on9K,01/16/24
!!! Mieszkanie Położone Między Dwoma Jeziorami !!!,"Mieszkanie na sprzedaż: ul. Rybaki, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",650 000 zł,10 383 zł/m²,3 pokoje,"62,6 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-polozone-miedzy-dwoma-jeziorami-ID4lDiN,01/16/24
"Po generalnym remoncie, centrum! Parking, sklepy!","Mieszkanie na sprzedaż: ul. Tadeusza Kościuszki 60A, Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",449 900 zł,8998 zł/m²,2 pokoje,50 m²,50 m²,/pl/oferta/po-generalnym-remoncie-centrum-parking-sklepy-ID4mQ63,01/16/24
